Code;Calories from animal protein (FAO (2017));Mean male height (cm)
EGY;;167.0236633
EGY;;167.1954412
EGY;;167.3649206
EGY;;167.5324228
EGY;;167.6982006
EGY;;167.8632289
EGY;;168.0280523
EGY;;168.1914593
EGY;;168.3524358
EGY;;168.5097864
EGY;;168.6613496
EGY;;168.8068904
EGY;;168.9448604
EGY;;169.0748231
EGY;;169.1963226
EGY;;169.3097484
EGY;;169.4174684
EGY;;169.5206989
EGY;;169.6191686
EGY;;169.7130039
EGY;;169.8036752
EGY;;169.8921614
EGY;;169.9773855
EGY;;170.0594323
EGY;;
SLV;49.56;167.8492203
SLV;50.08;167.9290552
SLV;50.72;168.0077983
SLV;48;168.083555
SLV;48.12;168.1567886
SLV;47.84;168.2276495
SLV;46.28;168.2972869
SLV;44.68;168.3668295
SLV;44.8;168.4382784
SLV;43.64;168.5125012
SLV;44.04;168.5896527
SLV;42.4;168.668405
SLV;44.08;168.747553
SLV;49.36;168.8247819
SLV;50.28;168.8990373
SLV;56.76;168.9682101
SLV;55.24;169.0309364
SLV;58.96;169.0874254
SLV;58.92;169.1377292
SLV;61.12;169.1833289
SLV;55.92;169.225421
SLV;49.04;169.2650355
SLV;42.96;169.301931
SLV;47.32;169.3366078
SLV;48.44;169.3692825
SLV;48.88;169.400936
SLV;50.92;169.4319224
SLV;52;169.4629154
SLV;54.64;169.495333
SLV;53.56;169.5302867
SLV;58.4;169.5677215
SLV;61.2;169.60763
SLV;59.56;169.6485928
SLV;59.72;169.6898064
SLV;61.88;169.7306258
SLV;67.2;
SLV;64.48;
SLV;69.4;
SLV;76.36;
SLV;81.96;
SLV;92.64;
SLV;87.4;
SLV;89.48;
SLV;97.92;
SLV;98.6;
SLV;102.24;
SLV;98.2;
SLV;102.96;
SLV;99.36;
SLV;97.84;
SLV;98.2;
SLV;101;
SLV;;158.4736089
SLV;;158.6502203
SLV;;158.8270373
SLV;;159.0038713
SLV;;159.1804186
SLV;;159.357036
SLV;;159.5343886
SLV;;159.7120324
SLV;;159.8895344
SLV;;160.0671304
SLV;;160.2446847
SLV;;160.4226117
SLV;;160.6019224
SLV;;160.7816295
SLV;;160.962174
SLV;;161.1447261
SLV;;161.329634
SLV;;161.5165681
SLV;;161.7053656
SLV;;161.8959868
SLV;;162.0880536
SLV;;162.2817214
SLV;;162.4768521
SLV;;162.6723061
SLV;;162.8675973
SLV;;163.0618706
SLV;;163.253401
SLV;;163.4409661
SLV;;163.6245098
SLV;;163.80502
SLV;;163.9826072
SLV;;164.1578927
SLV;;164.3307204
SLV;;164.5001602
SLV;;164.6650444
SLV;;164.8235718
SLV;;164.9755496
SLV;;165.1217155
SLV;;165.2621694
SLV;;165.3978339
SLV;;165.5283354
SLV;;165.653796
SLV;;165.7738252
SLV;;165.8878706
SLV;;165.996564
SLV;;166.1014352
SLV;;166.2047003
SLV;;166.3080847
SLV;;166.4115092
SLV;;166.514492
SLV;;166.6173552
SLV;;166.7190566
SLV;;166.8193488
SLV;;166.9162588
SLV;;167.0091098
SLV;;167.0965459
SLV;;167.1785778
SLV;;167.2558437
SLV;;167.3296942
SLV;;167.4015596
SLV;;167.4720652
SLV;;167.5432687
SLV;;167.6163327
SLV;;167.6917868
SLV;;167.7697289
SLV;;
GNQ;;162.1213819
GNQ;;162.2121153
GNQ;;162.3029486
GNQ;;162.3937701
GNQ;;162.4847078
GNQ;;162.5760423
GNQ;;162.6674499
GNQ;;162.7589637
GNQ;;162.8508659
GNQ;;162.9430349
GNQ;;163.0349353
GNQ;;163.1274252
GNQ;;163.2205188
GNQ;;163.3138263
GNQ;;163.4082089
GNQ;;163.5046102
GNQ;;163.6035803
GNQ;;163.7049174
GNQ;;163.8082872
GNQ;;163.9137742
GNQ;;164.0212449
GNQ;;164.130011
GNQ;;164.2405937
GNQ;;164.3517363
GNQ;;164.4635457
GNQ;;164.5754189
GNQ;;164.6868863
GNQ;;164.7983467
GNQ;;164.910423
GNQ;;165.0253678
GNQ;;165.1444314
GNQ;;165.268522
GNQ;;165.3987147
GNQ;;165.5338509
GNQ;;165.6729222
GNQ;;165.8149932
GNQ;;165.9589995
GNQ;;166.1054145
GNQ;;166.2541165
GNQ;;166.4044047
GNQ;;166.5554263
GNQ;;166.7056979
GNQ;;166.8551107
GNQ;;167.0029595
GNQ;;167.1487031
GNQ;;167.2929846
GNQ;;167.4366176
GNQ;;167.5809099
GNQ;;167.7252102
GNQ;;167.8693574
GNQ;;168.0132186
GNQ;;168.15617
GNQ;;168.2976077
GNQ;;168.4364287
GNQ;;168.5718706
GNQ;;168.7024361
GNQ;;168.8271548
GNQ;;168.946536
GNQ;;169.0599312
GNQ;;169.1680428
GNQ;;169.2711051
GNQ;;169.3700106
GNQ;;169.4649188
GNQ;;169.5556648
GNQ;;169.6416757
GNQ;;169.7223439
GNQ;;169.7951859
GNQ;;169.8584974
GNQ;;169.910451
GNQ;;169.9517149
GNQ;;169.9834576
GNQ;;170.0066727
GNQ;;170.022684
GNQ;;170.0328302
GNQ;;170.0386525
GNQ;;170.0400959
GNQ;;170.037277
GNQ;;170.0301384
GNQ;;170.0181445
GNQ;;169.9995929
GNQ;;169.97287
GNQ;;169.93555
GNQ;;169.8863996
GNQ;;169.825977
GNQ;;169.7541565
GNQ;;169.6716213
GNQ;;169.5777519
GNQ;;169.4717941
GNQ;;169.3541453
GNQ;;169.2242994
GNQ;;169.0826193
GNQ;;168.9298225
GNQ;;168.7679247
GNQ;;168.5996739
GNQ;;168.425942
GNQ;;168.2499635
GNQ;;168.0727702
GNQ;;167.894969
GNQ;;167.7171741
GNQ;;167.5396516
GNQ;;
ERI;;163.79437
ERI;;163.8860047
ERI;;163.9775221
ERI;;164.0691665
ERI;;164.1608583
ERI;;164.2527813
ERI;;164.3453772
ERI;;164.4381554
ERI;;164.5313535
ERI;;164.6247683
ERI;;164.7183582
ERI;;164.8128206
ERI;;164.9077785
ERI;;165.0032903
ERI;;165.0995237
ERI;;165.1972043
ERI;;165.2966529
ERI;;165.3980037
ERI;;165.5006377
ERI;;165.6045686
ERI;;165.7098592
ERI;;165.8160727
ERI;;165.9229514
ERI;;166.029393
ERI;;166.1350453
ERI;;166.2390113
ERI;;166.3409071
ERI;;166.4405525
ERI;;166.5392895
ERI;;166.6391609
ERI;;166.7413333
ERI;;166.8470317
ERI;;166.9563767
ERI;;167.0684242
ERI;;167.1825038
ERI;;167.2971656
ERI;;167.4106727
ERI;;167.5239581
ERI;;167.6365211
ERI;;167.7481258
ERI;;167.857493
ERI;;167.9637742
ERI;;168.0661672
ERI;;168.1636867
ERI;;168.2567683
ERI;;168.3457093
ERI;;168.4314973
ERI;;168.515518
ERI;;168.5979059
ERI;;168.6777043
ERI;;168.7557148
ERI;;168.8308231
ERI;;168.9034324
ERI;;168.9732015
ERI;;169.0395135
ERI;;169.1015137
ERI;;169.1587752
ERI;;169.2120242
ERI;;169.2607951
ERI;;169.3061733
ERI;;169.3487597
ERI;;169.3897607
ERI;;169.4298603
ERI;;169.4686208
ERI;;169.5066382
ERI;;169.5424429
ERI;;169.5746305
ERI;;169.601454
ERI;;169.6219149
ERI;;169.6370003
ERI;;169.6479827
ERI;;169.6557531
ERI;;169.6623021
ERI;;169.6697217
ERI;;169.6790436
ERI;;169.6904949
ERI;;169.704527
ERI;;169.7212588
ERI;;169.7398494
ERI;;169.7583142
ERI;;169.7739632
ERI;;169.7840724
ERI;;169.7871186
ERI;;169.7826551
ERI;;169.7703634
ERI;;169.7495524
ERI;;169.7195184
ERI;;169.678185
ERI;;169.6255206
ERI;;169.5601286
ERI;;169.4821212
ERI;;169.3917635
ERI;;169.2912337
ERI;;169.1831344
ERI;;169.068998
ERI;;168.9515974
ERI;;168.8325242
ERI;;168.7132424
ERI;;168.5940013
ERI;;168.4751865
ERI;;
OWID_ERE;;
EST;145.64;179.5051426
EST;152.68;179.6651942
EST;160.6;179.8148797
EST;149.52;179.9514024
EST;152.88;180.0750518
EST;158.96;180.1861336
EST;170.2;180.2850203
EST;175.96;180.3715825
EST;180.28;180.4478997
EST;185.24;180.514743
EST;186.76;180.5723114
EST;191.2;180.6204363
EST;190.76;180.660378
EST;203.8;180.6929968
EST;210.64;180.7194879
EST;203.68;180.7400565
EST;200.84;180.7559268
EST;205.6;180.7683256
EST;207.28;180.7788492
EST;204.16;180.7906058
EST;204.48;180.806459
EST;202.96;180.8275953
EST;205.44;180.8550264
EST;212.12;180.8897346
EST;216.76;180.9292934
EST;220.48;180.9733699
EST;221.6;181.0214661
EST;223.64;181.0727241
EST;226.44;181.1278908
EST;225.48;181.1870267
EST;201.48;181.2503592
EST;286.12;181.3164627
EST;253.96;181.384891
EST;245.92;181.4539143
EST;222.56;181.5237818
EST;190.6;
EST;193.88;
EST;213.44;
EST;204.36;
EST;201.4;
EST;224.28;
EST;215.56;
EST;196.32;
EST;215.72;
EST;209.88;
EST;215.12;
EST;220.16;
EST;220.84;
EST;213.8;
EST;213.36;
EST;208.28;
EST;212.96;
EST;;170.8749353
EST;;170.9704736
EST;;171.0662188
EST;;171.1620125
EST;;171.2578038
EST;;171.353353
EST;;171.4490224
EST;;171.545006
EST;;171.6406058
EST;;171.7362333
EST;;171.8314293
EST;;171.9268362
EST;;172.0224298
EST;;172.1186654
EST;;172.2160523
EST;;172.3153791
EST;;172.4162117
EST;;172.5187431
EST;;172.62214
EST;;172.7268225
EST;;172.8326375
EST;;172.9393631
EST;;173.0454591
EST;;173.1500778
EST;;173.2516835
EST;;173.3499401
EST;;173.4442511
EST;;173.535413
EST;;173.624181
EST;;173.7145683
EST;;173.8082113
EST;;173.9078915
EST;;174.014893
EST;;174.1302972
EST;;174.2535272
EST;;174.3839714
EST;;174.5205633
EST;;174.6637126
EST;;174.8127595
EST;;174.9682237
EST;;175.1282677
EST;;175.2906791
EST;;175.4547385
EST;;175.6197074
EST;;175.7858805
EST;;175.9539353
EST;;176.1251192
EST;;176.2996912
EST;;176.4769411
EST;;176.656226
EST;;176.8380983
EST;;177.0208247
EST;;177.2041184
EST;;177.3867007
EST;;177.5682577
EST;;177.748039
EST;;177.9265827
EST;;178.1048039
EST;;178.2827347
EST;;178.4603152
EST;;178.6370128
EST;;178.8139097
EST;;178.9901785
EST;;179.16534
EST;;179.3377
EST;;
SWZ;81.84;169.7781093
SWZ;87.68;169.8826879
SWZ;84.44;169.9774181
SWZ;85.68;170.0605839
SWZ;81.52;170.1322327
SWZ;81.36;170.1934465
SWZ;83.56;170.2454517
SWZ;83.8;170.2901802
SWZ;75.68;170.3290714
SWZ;76.96;170.3630916
SWZ;73.48;170.3925304
SWZ;79.52;170.4174423
SWZ;67.92;170.4376823
SWZ;74.92;170.4526289
SWZ;78.92;170.4603131
SWZ;80.48;170.4588938
SWZ;75.16;170.4454473
SWZ;78.84;170.4189105
SWZ;79.12;170.3790519
SWZ;82.72;170.3259715
SWZ;87.68;170.2603543
SWZ;81.8;170.1825225
SWZ;85.4;170.0910976
SWZ;73;169.9867257
SWZ;70.92;169.8690284
SWZ;66;169.7389183
SWZ;73.36;169.5970442
SWZ;69.28;169.4458692
SWZ;69.08;169.2881618
SWZ;62.92;169.1257604
SWZ;66;168.9608313
SWZ;73.32;168.7950148
SWZ;68.68;168.628897
SWZ;64.32;168.4632859
SWZ;62.84;168.2975107
SWZ;88.72;
SWZ;81;
SWZ;81.68;
SWZ;85.32;
SWZ;74.76;
SWZ;90.4;
SWZ;92.52;
SWZ;119.84;
SWZ;100.72;
SWZ;79.72;
SWZ;70.6;
SWZ;61.56;
SWZ;62.2;
SWZ;63.08;
SWZ;59.76;
SWZ;59.84;
SWZ;70.32;
SWZ;;163.2202147
SWZ;;163.292695
SWZ;;163.3654211
SWZ;;163.4383083
SWZ;;163.5109057
SWZ;;163.5838015
SWZ;;163.6570948
SWZ;;163.7305855
SWZ;;163.8042687
SWZ;;163.8782007
SWZ;;163.9520516
SWZ;;164.0261101
SWZ;;164.1004053
SWZ;;164.1750878
SWZ;;164.2504484
SWZ;;164.3276199
SWZ;;164.4070176
SWZ;;164.4878005
SWZ;;164.5707553
SWZ;;164.655213
SWZ;;164.7409023
SWZ;;164.8275985
SWZ;;164.9157435
SWZ;;165.003666
SWZ;;165.0908107
SWZ;;165.1765693
SWZ;;165.2606756
SWZ;;165.3430923
SWZ;;165.4252187
SWZ;;165.5087666
SWZ;;165.5956081
SWZ;;165.6867205
SWZ;;165.7823769
SWZ;;165.8822136
SWZ;;165.9853869
SWZ;;166.0911329
SWZ;;166.1985988
SWZ;;166.3083913
SWZ;;166.420149
SWZ;;166.5337701
SWZ;;166.648864
SWZ;;166.7642631
SWZ;;166.8798986
SWZ;;166.9950208
SWZ;;167.1101131
SWZ;;167.2257975
SWZ;;167.3436154
SWZ;;167.4645423
SWZ;;167.5883646
SWZ;;167.7147123
SWZ;;167.8443731
SWZ;;167.9766002
SWZ;;168.1113235
SWZ;;168.2478501
SWZ;;168.3851016
SWZ;;168.5219165
SWZ;;168.6573209
SWZ;;168.7911594
SWZ;;168.9227838
SWZ;;169.0524537
SWZ;;169.1798078
SWZ;;169.3052184
SWZ;;169.4286265
SWZ;;169.5490478
SWZ;;169.6660924
SWZ;;
ETH;47.36;168.7061368
ETH;47.4;168.7518138
ETH;45.52;168.7883975
ETH;44.96;168.8142282
ETH;44.76;168.8303208
ETH;44.64;168.8384968
ETH;44.24;168.8395143
ETH;43.88;168.835485
ETH;43.56;168.8283658
ETH;43.24;168.8194901
ETH;38.2;168.8090527
ETH;36.8;168.7973022
ETH;36;168.7854725
ETH;35.64;168.7726054
ETH;34.12;168.7571301
ETH;34.24;168.7362922
ETH;34.64;168.7073264
ETH;35.08;168.6691584
ETH;35.52;168.6210595
ETH;34.92;168.5629501
ETH;34.88;168.4943526
ETH;34.24;168.4147536
ETH;33.64;168.3222701
ETH;31.8;168.216737
ETH;34.28;168.0969944
ETH;38.32;167.9634588
ETH;29.36;167.8158593
ETH;29.48;167.6568715
ETH;29.6;167.4894373
ETH;29.84;167.3152191
ETH;28.24;167.1367146
ETH;27.64;166.9563095
ETH;20.48;166.7749491
ETH;19.88;166.593573
ETH;19.72;166.4125261
ETH;20.72;
ETH;20.72;
ETH;20.88;
ETH;19.96;
ETH;20.96;
ETH;30.16;
ETH;29.48;
ETH;29;
ETH;26.92;
ETH;28.2;
ETH;29.36;
ETH;32.4;
ETH;29.52;
ETH;35.48;
ETH;30.88;
ETH;30.6;
ETH;30.76;
ETH;;161.2781943
ETH;;161.3847317
ETH;;161.4911946
ETH;;161.5975663
ETH;;161.7039997
ETH;;161.8105992
ETH;;161.9177658
ETH;;162.0249792
ETH;;162.1325895
ETH;;162.2406707
ETH;;162.3487871
ETH;;162.4574267
ETH;;162.5667149
ETH;;162.6761939
ETH;;162.7867458
ETH;;162.8990883
ETH;;163.0136257
ETH;;163.1304117
ETH;;163.2487853
ETH;;163.3688722
ETH;;163.4907592
ETH;;163.6136848
ETH;;163.7378239
ETH;;163.8620225
ETH;;163.98588
ETH;;164.1085705
ETH;;164.229755
ETH;;164.3497268
ETH;;164.4693079
ETH;;164.5904179
ETH;;164.714774
ETH;;164.84334
ETH;;164.9761327
ETH;;165.1125874
ETH;;165.2517708
ETH;;165.3926921
ETH;;165.5336239
ETH;;165.6754679
ETH;;165.8177428
ETH;;165.9598788
ETH;;166.1007131
ETH;;166.2394556
ETH;;166.3757144
ETH;;166.508671
ETH;;166.6388972
ETH;;166.7668365
ETH;;166.8929326
ETH;;167.0184069
ETH;;167.1433328
ETH;;167.2667368
ETH;;167.3891432
ETH;;167.5088848
ETH;;167.6262304
ETH;;167.7403161
ETH;;167.850309
ETH;;167.9553062
ETH;;168.0540116
ETH;;168.1469017
ETH;;168.2337677
ETH;;168.3151355
ETH;;168.3910897
ETH;;168.4628591
ETH;;168.5307869
ETH;;168.5941085
ETH;;168.6531428
ETH;;
;;165.7233
;;165.8518
;;165.9805
;;166.1094
;;166.2382
;;166.3673
;;166.497
;;166.6268
;;166.7569
;;166.8871
;;167.0172
;;167.148
;;167.2801
;;167.4137
;;167.5495
;;167.6888
;;167.8321
;;167.9791
;;168.129
;;168.2817
;;168.4361
;;168.5918
;;168.7479
;;168.903
;;169.0565
;;169.2076
;;169.3552
;;169.4991
;;169.6401
;;169.7806
;;169.9219
;;170.0659
;;170.2131
;;170.3634
;;170.5165
;;170.6714
;;170.8271
;;170.9843
;;171.1435
;;171.3042
;;171.4649
;;171.6241
;;171.7812
;;171.936
;;172.0884
;;172.2389
;;172.3896
;;172.5424
;;172.6973
;;172.8545
;;173.015
;;173.1779
;;173.3433
;;173.5099
;;173.677
;;173.8431
;;174.0078
;;174.1713
;;174.3336
;;174.4943
;;174.6525
;;174.8094
;;174.9653
;;175.1196
;;175.2717
;;175.4211
;;175.5659
;;175.7041
;;175.8332
;;175.9537
;;176.0667
;;176.1737
;;176.2756
;;176.374
;;176.4689
;;176.5599
;;176.6463
;;176.7276
;;176.8029
;;176.8711
;;176.9315
;;176.9829
;;177.0255
;;177.0603
;;177.0891
;;177.1143
;;177.1369
;;177.1566
;;177.1733
;;177.186
;;177.195
;;177.2006
;;177.2036
;;177.2053
;;177.2062
;;177.2073
;;177.2088
;;177.2108
;;177.2126
;;177.2146
FRO;;
FLK;;
FJI;55;174.1477845
FJI;54.32;174.2437228
FJI;63.2;174.3311381
FJI;75.36;174.4082814
FJI;69.92;174.4747553
FJI;67.28;174.5315591
FJI;70.72;174.5797505
FJI;67.16;174.6210284
FJI;71.92;174.6571943
FJI;75.16;174.6888974
FJI;77.08;174.7162006
FJI;77.36;174.7395751
FJI;87.36;174.7589545
FJI;82.72;174.7737614
FJI;90.12;174.7836414
FJI;89.28;174.7877349
FJI;86.2;174.784684
FJI;100.4;174.7745052
FJI;106.16;174.7579638
FJI;106.04;174.7358051
FJI;117.36;174.7090624
FJI;114.24;174.6782044
FJI;108.4;174.6428073
FJI;111.04;174.6029855
FJI;112.72;174.5580375
FJI;116.48;174.5082424
FJI;106.04;174.4537646
FJI;111.84;174.3958117
FJI;110.48;174.3356689
FJI;124.32;174.2740024
FJI;127.44;174.2113544
FJI;118.84;174.1492764
FJI;127.04;174.0873591
FJI;117.76;174.0255775
FJI;123.12;173.963809
FJI;113.56;
FJI;112.32;
FJI;116.2;
FJI;119.76;
FJI;125.96;
FJI;119.52;
FJI;127.84;
FJI;132.88;
FJI;133.2;
FJI;132.28;
FJI;128.6;
FJI;128.44;
FJI;120.76;
FJI;121.4;
FJI;132.88;
FJI;141.32;
FJI;125.48;
FJI;;168.6022921
FJI;;168.654038
FJI;;168.7062328
FJI;;168.7588821
FJI;;168.8122854
FJI;;168.8664273
FJI;;168.921559
FJI;;168.9778336
FJI;;169.03554
FJI;;169.093901
FJI;;169.1533797
FJI;;169.2145592
FJI;;169.2775871
FJI;;169.3419654
FJI;;169.408345
FJI;;169.4775417
FJI;;169.5498329
FJI;;169.6249396
FJI;;169.702019
FJI;;169.7811854
FJI;;169.8620081
FJI;;169.9445379
FJI;;170.0284858
FJI;;170.1120049
FJI;;170.1944942
FJI;;170.2751498
FJI;;170.3532242
FJI;;170.4285587
FJI;;170.5006797
FJI;;170.5713429
FJI;;170.6413681
FJI;;170.7118194
FJI;;170.7827172
FJI;;170.8541939
FJI;;170.9256777
FJI;;170.9966765
FJI;;171.0666051
FJI;;171.1371139
FJI;;171.208762
FJI;;171.2823587
FJI;;171.35775
FJI;;171.4353273
FJI;;171.5149777
FJI;;171.5969676
FJI;;171.681918
FJI;;171.7707033
FJI;;171.8652784
FJI;;171.9673646
FJI;;172.0759391
FJI;;172.1911203
FJI;;172.31224
FJI;;172.4377328
FJI;;172.5666333
FJI;;172.6975888
FJI;;172.8299318
FJI;;172.9617572
FJI;;173.0922956
FJI;;173.2208689
FJI;;173.3468084
FJI;;173.4703622
FJI;;173.5907577
FJI;;173.7092104
FJI;;173.8249494
FJI;;173.9372343
FJI;;174.045258
FJI;;
FIN;213.44;178.3732563
FIN;210.64;178.5141932
FIN;218.8;178.6461392
FIN;217.96;178.7661963
FIN;218.16;178.8755583
FIN;219.88;178.9762299
FIN;220.08;179.0708193
FIN;221.76;179.1608723
FIN;224.56;179.2470786
FIN;216.72;179.3298662
FIN;226.8;179.4087783
FIN;228.36;179.4831766
FIN;237.72;179.5508331
FIN;235.04;179.6100006
FIN;245.76;179.659679
FIN;242.36;179.6993755
FIN;241.96;179.7286564
FIN;242.76;179.7478212
FIN;245.76;179.758961
FIN;242.6;179.7645365
FIN;237.8;179.7670234
FIN;247.08;179.7675845
FIN;233.72;179.7656525
FIN;239.08;179.7606372
FIN;234.64;179.7522027
FIN;241.24;179.7409336
FIN;242.96;179.7266679
FIN;252.96;179.7107933
FIN;254.32;179.6945407
FIN;248.52;179.6778482
FIN;243.4;179.6618411
FIN;246.24;179.6467428
FIN;234.12;179.6325146
FIN;245.8;179.6183522
FIN;255.24;179.6044617
FIN;255.64;
FIN;264.04;
FIN;248.52;
FIN;251.88;
FIN;254.32;
FIN;255.92;
FIN;260.2;
FIN;259.72;
FIN;258.44;
FIN;260;
FIN;271.52;
FIN;274.88;
FIN;271.68;
FIN;275.56;
FIN;284.12;
FIN;288.92;
FIN;292.12;
FIN;;167.7444389
FIN;;167.8739122
FIN;;168.0038612
FIN;;168.133554
FIN;;168.2631475
FIN;;168.3931682
FIN;;168.5240914
FIN;;168.6550876
FIN;;168.7863826
FIN;;168.9178119
FIN;;169.0487301
FIN;;169.1802865
FIN;;169.3135351
FIN;;169.4485287
FIN;;169.5864465
FIN;;169.7291367
FIN;;169.8779503
FIN;;170.0317654
FIN;;170.1901387
FIN;;170.3517994
FIN;;170.5154034
FIN;;170.6795972
FIN;;170.8430935
FIN;;171.0051551
FIN;;171.1655736
FIN;;171.3246268
FIN;;171.4819269
FIN;;171.6374682
FIN;;171.7932054
FIN;;171.9529397
FIN;;172.1187452
FIN;;172.2926782
FIN;;172.4758975
FIN;;172.6671558
FIN;;172.866103
FIN;;173.0707302
FIN;;173.2793216
FIN;;173.4928023
FIN;;173.7102013
FIN;;173.9285004
FIN;;174.1433807
FIN;;174.3518634
FIN;;174.5518874
FIN;;174.7423802
FIN;;174.9228345
FIN;;175.0940841
FIN;;175.2581925
FIN;;175.4186689
FIN;;175.5769411
FIN;;175.7348286
FIN;;175.8948099
FIN;;176.0569116
FIN;;176.2218416
FIN;;176.3890434
FIN;;176.558192
FIN;;176.7280286
FIN;;176.8985545
FIN;;177.0707675
FIN;;177.2440391
FIN;;177.4162228
FIN;;177.5850043
FIN;;177.7509035
FIN;;177.9135025
FIN;;178.071698
FIN;;178.2251362
FIN;;
FRA;229.4;175.7834245
FRA;231.84;175.9468041
FRA;233.68;176.1079783
FRA;235.44;176.2636875
FRA;238.36;176.4142748
FRA;239.16;176.5611389
FRA;247.88;176.7064704
FRA;256.6;176.8522856
FRA;256.88;177.0010275
FRA;262.76;177.1529294
FRA;263.32;177.3064957
FRA;264.24;177.4601843
FRA;266.24;177.6121395
FRA;266.52;177.7605037
FRA;267.4;177.9032096
FRA;274.92;178.0383826
FRA;283.2;178.1643188
FRA;290.24;178.2817871
FRA;301.2;178.3906108
FRA;301.48;178.4930513
FRA;303.76;178.5923261
FRA;301.36;178.6902994
FRA;302.36;178.7857806
FRA;304.44;178.8772087
FRA;314.44;178.9635396
FRA;309.88;179.044761
FRA;311.24;179.1210771
FRA;308.6;179.1934119
FRA;307.6;179.2635752
FRA;307.68;179.3316545
FRA;318.84;179.398853
FRA;309.76;179.4660546
FRA;299.52;179.5334038
FRA;299.28;179.6012731
FRA;306.2;179.6695034
FRA;308.52;
FRA;313.04;
FRA;310.16;
FRA;311.56;
FRA;318.04;
FRA;315.88;
FRA;307.8;
FRA;296.96;
FRA;288.52;
FRA;284.32;
FRA;285.96;
FRA;285.12;
FRA;285.36;
FRA;283.84;
FRA;281.64;
FRA;279.12;
FRA;277.4;
FRA;;166.4123227
FRA;;166.5037884
FRA;;166.5954723
FRA;;166.6874199
FRA;;166.7792837
FRA;;166.8722096
FRA;;166.9661303
FRA;;167.0597944
FRA;;167.1538037
FRA;;167.2484563
FRA;;167.3439861
FRA;;167.4409725
FRA;;167.541165
FRA;;167.6451367
FRA;;167.7537086
FRA;;167.8686388
FRA;;167.9916771
FRA;;168.1222281
FRA;;168.2594079
FRA;;168.4028693
FRA;;168.5518999
FRA;;168.7060244
FRA;;168.8642688
FRA;;169.0253284
FRA;;169.188397
FRA;;169.3530696
FRA;;169.5176503
FRA;;169.6801403
FRA;;169.840846
FRA;;170.0007965
FRA;;170.1599528
FRA;;170.3185895
FRA;;170.4765116
FRA;;170.6331385
FRA;;170.7887698
FRA;;170.9432394
FRA;;171.0958274
FRA;;171.2489121
FRA;;171.4048054
FRA;;171.5638853
FRA;;171.7238545
FRA;;171.883198
FRA;;172.041543
FRA;;172.1975855
FRA;;172.3503577
FRA;;172.4999654
FRA;;172.6482687
FRA;;172.7983872
FRA;;172.9510639
FRA;;173.107241
FRA;;173.2681904
FRA;;173.4329377
FRA;;173.6019362
FRA;;173.7731395
FRA;;173.9459952
FRA;;174.1179974
FRA;;174.288394
FRA;;174.4581598
FRA;;174.6274649
FRA;;174.7951536
FRA;;174.9606055
FRA;;175.1254633
FRA;;175.2908831
FRA;;175.4556052
FRA;;175.6196117
FRA;;
GUF;;
PYF;121.64;174.873792
PYF;127;174.9995479
PYF;116.6;175.1199717
PYF;123.36;175.2331298
PYF;131.16;175.3393245
PYF;153.48;175.4400307
PYF;160.44;175.5358277
PYF;163.68;175.6284189
PYF;151.72;175.71958
PYF;155.88;175.8097761
PYF;148.04;175.8992541
PYF;157.56;175.9883803
PYF;163.36;176.076686
PYF;144.88;176.164034
PYF;155.32;176.2497246
PYF;156.96;176.3327405
PYF;147.6;176.4120113
PYF;158.44;176.4874146
PYF;166.16;176.5590482
PYF;151.96;176.6275803
PYF;157.12;176.6937371
PYF;154.64;176.7577657
PYF;157.36;176.8187532
PYF;161.36;176.8769384
PYF;163.8;176.9313512
PYF;174.68;176.9824042
PYF;172.64;177.029997
PYF;183.2;177.0746896
PYF;183.32;177.1179021
PYF;189.36;177.1597778
PYF;222.84;177.200969
PYF;221.04;177.2424063
PYF;223.84;177.2842611
PYF;229.92;177.3260312
PYF;242.32;177.3679941
PYF;233.96;
PYF;242.16;
PYF;236.84;
PYF;242.44;
PYF;250.24;
PYF;259.12;
PYF;256.96;
PYF;267.12;
PYF;261.36;
PYF;255.08;
PYF;272.92;
PYF;263.24;
PYF;262.8;
PYF;256.88;
PYF;256.92;
PYF;258.12;
PYF;255.24;
PYF;;170.0351444
PYF;;170.0611711
PYF;;170.0874005
PYF;;170.1140071
PYF;;170.1414543
PYF;;170.1698875
PYF;;170.1994655
PYF;;170.2300843
PYF;;170.2619029
PYF;;170.2946312
PYF;;170.3284683
PYF;;170.3640249
PYF;;170.4014085
PYF;;170.4403302
PYF;;170.4816137
PYF;;170.5259551
PYF;;170.573461
PYF;;170.62403
PYF;;170.6771605
PYF;;170.7328943
PYF;;170.79095
PYF;;170.8512113
PYF;;170.913144
PYF;;170.9747068
PYF;;171.0356913
PYF;;171.0953481
PYF;;171.1522595
PYF;;171.206806
PYF;;171.2591273
PYF;;171.3103718
PYF;;171.3616012
PYF;;171.4137179
PYF;;171.4671225
PYF;;171.521992
PYF;;171.5776922
PYF;;171.6334936
PYF;;171.6890398
PYF;;171.7458296
PYF;;171.8046256
PYF;;171.8663875
PYF;;171.9312184
PYF;;171.9995491
PYF;;172.0715678
PYF;;172.1471911
PYF;;172.2270371
PYF;;172.3119389
PYF;;172.4039684
PYF;;172.5046194
PYF;;172.6129258
PYF;;172.7289667
PYF;;172.8521139
PYF;;172.9805686
PYF;;173.1135591
PYF;;173.2493545
PYF;;173.3871806
